№ п/п,№ плавки,№ ручья,№ НЛЗ,"Ромбичность, мм",max,min,Δ
54,12005602,2,12005602205,3,182,180,2
55,12005602,3,12005602305,4,181,180,1
56,12005602,4,12005602405,10,181,180,1
57,12005602,5,12005602505,4,182,180,2
58,12005602,6,12005602605,3,182,181,1
59,12005607,1,12005607105,4,181,180,1
60,12005607,2,12005607205,3,182,180,2
61,12005607,3,12005607305,2,181,180,1
62,12005607,4,12005607405,7,182,180,2
63,12005607,5,12005607505,4,181,180,1
64,12005607,6,12005607605,5,182,181,1
65,12005608,1,12005608105,3,181,180,1
66,12005608,3,12005608305,4,182,180,2
67,12005608,4,12005608405,4,182,181,1
68,12005608,5,12005608505,3,181,180,1
69,12005608,6,12005608605,3,182,180,2
70,12005612,1,12005612105,1,182,181,1
71,12005612,2,12005612205,2,181,180,1
72,12005612,3,12005612305,1,180,180,0
73,12005612,4,12005612405,8,181,181,0
74,12005612,5,12005612505,0,182,180,2
75,12005612,6,12005612605,0,182,180,2
76,12005617,1,12005617105,1,182,181,1
77,12005617,2,12005617205,8,180,180,0
78,12005617,3,12005617305,7,182,180,2
79,12005617,4,12005617405,9,181,180,1
80,12005617,5,12005617505,3,182,181,1
81,12005617,6,12005617605,5,182,181,1
82,12005622,1,12005622105,2,181,180,1
83,12005622,2,12005622205,3,182,181,1
84,12005622,3,12005622305,3,181,181,0
85,12005622,4,12005622405,8,182,180,2
86,12005622,5,12005622505,0,182,180,2
87,12005622,6,12005622605,0,181,181,0
88,12005624,1,12005624105,2,180,180,0
89,12005624,2,12005624205,4,181,181,0
90,12005624,3,12005624305,3,181,180,1
91,12005624,4,12005624405,0,182,180,2
92,12005624,5,12005624505,1,181,180,1
93,12005624,6,12005624605,3,181,180,1
94,12005629,1,12005629105,2,181,181,0
95,12005629,2,12005629205,5,182,181,1
96,12005629,4,12005629405,3,181,181,0
97,12005629,5,12005629505,2,181,180,1
98,12005629,6,12005629605,6,182,181,1
99,12005632,1,12005632105,1,181,181,0
100,12005632,2,12005632205,1,181,181,0
101,12005632,3,12005632305,2,181,181,0
102,12005632,4,12005632405,2,181,181,0
103,12005632,5,12005632505,2,181,181,0
104,12005632,6,12005632605,2,181,181,0
105,12005637,1,12005637105,5,182,181,1
106,12005637,2,12005637205,4,182,181,1
107,12005637,3,12005637305,1,181,181,0
108,12005637,4,12005637405,5,182,181,1
109,12005637,5,12005637505,1,181,181,0
110,12005637,6,12005637605,4,182,181,1
111,12005642,1,12005642105,5,182,181,1
112,12005642,2,12005642205,10,182,180,2
113,12005642,3,12005642305,1,182,181,1
114,12005642,4,12005642405,3,181,181,0
115,12005642,5,12005642505,1,181,181,0
116,12005642,6,12005642605,3,181,181,0
117,12005647,1,12005647105,5,182,180,2
118,12005647,2,12005647205,4,181,180,1
119,12005647,3,12005647305,3,182,180,2
120,12005647,4,12005647405,3,181,180,1
121,12005647,5,12005647505,4,182,180,2
122,12005647,6,12005647605,4,181,180,1
123,12005652,1,12005652105,5,181,180,1
124,12005652,2,12005652205,8,182,180,2
125,12005652,3,12005652305,3,182,180,2
126,12005652,4,12005652405,4,181,180,1
127,12005652,5,12005652505,4,182,181,1
128,12005652,6,12005652605,4,181,180,1
129,12005657,1,12005657105,4,182,180,2
130,12005657,2,12005657205,3,182,181,1
131,12005657,3,12005657305,4,181,180,1
132,12005657,4,12005657405,7,182,180,2
133,12005657,5,12005657505,4,181,180,1
134,12005657,6,12005657605,4,182,180,2
135,12005662,1,12005662105,6,182,181,1
136,12005662,2,12005662205,4,181,180,1
137,12005662,3,12005662305,7,181,180,1
138,12005662,4,12005662405,3,182,180,2
139,12005662,5,12005662505,3,182,180,2
140,12005662,6,12005662605,5,181,180,1
141,12005665,1,12005665105,2,182,181,1
142,12005665,2,12005665205,1,181,180,1
143,12005665,3,12005665305,1,181,181,0
144,12005665,4,12005665405,1,182,181,1
145,12005665,5,12005665505,9,181,181,0
146,12005665,6,12005665605,2,180,179,1
147,12005666,1,12005666105,3,182,181,1
148,12005666,2,12005666205,6,180,180,0
149,12005666,3,12005666305,6,181,180,1
150,12005666,4,12005666405,2,182,180,2
151,12005666,5,12005666505,1,182,182,0
152,12005666,6,12005666605,3,180,180,0
153,12005670,1,12005670105,1,182,180,2
154,12005670,2,12005670205,1,181,180,1
155,12005670,3,12005670305,1,182,181,1
156,12005670,4,12005670405,2,182,180,2
157,12005670,5,12005670505,7,182,181,1
158,12005670,6,12005670605,3,182,182,0
159,12005675,1,12005675105,3,180,180,0
160,12005675,2,12005675205,7,182,182,0
161,12005675,3,12005675305,3,181,181,0
162,12005675,4,12005675405,0,182,181,1
163,12005675,5,12005675505,1,182,180,2
164,12005675,6,12005675605,1,181,180,1
165,12005680,1,12005680105,6,181,181,0
166,12005680,2,12005680205,0,182,180,2
167,12005680,3,12005680305,4,182,180,2
168,12005680,4,12005680405,4,182,181,1
169,12005680,5,12005680505,6,180,180,0
170,12005680,6,12005680605,4,181,180,1
171,12005685,1,12005685105,4,181,181,0
172,12005685,2,12005685205,7,180,180,0
173,12005685,3,12005685305,3,182,180,2
174,12005685,4,12005685405,4,181,180,1
175,12005685,5,12005685505,3,181,181,0
176,12005685,6,12005685605,3,182,181,1
177,12005690,1,12005690105,6,182,182,0
178,12005690,2,12005690205,8,182,181,1
179,12005690,3,12005690305,6,182,182,0
180,12005690,4,12005690405,6,181,180,1
181,12005690,5,12005690505,7,182,181,1
182,12005690,6,12005690605,7,182,182,0
183,12005695,1,12005695105,4,181,180,1
184,12005695,2,12005695205,8,182,180,2
185,12005695,3,12005695305,5,182,180,2
186,12005695,4,12005695405,1,180,180,0
187,12005695,5,12005695505,4,182,181,1
188,12005695,6,12005695605,3,181,181,0
189,12005700,1,12005700105,7,182,181,1
190,12005700,2,12005700205,5,182,181,1
191,12005700,3,12005700305,10,182,182,0
192,12005700,4,12005700405,1,180,180,0
193,12005700,5,12005700505,10,182,182,0
194,12005700,6,12005700605,6,182,181,1
195,12005705,1,12005705105,8,181,180,1
196,12005705,2,12005705205,2,181,181,0
197,12005705,3,12005705305,5,181,181,0
198,12005705,4,12005705405,4,182,180,2
199,12005705,5,12005705505,5,181,179,2
200,12005705,6,12005705605,2,181,180,1
201,12005709,1,12005709105,3,182,181,1
202,12005709,2,12005709205,5,181,180,1
203,12005709,3,12005709305,4,181,179,2
204,12005709,4,12005709405,6,181,180,1
205,12005709,5,12005709505,5,180,180,0
206,12005709,6,12005709605,2,181,180,1
207,12005710,1,12005710105,1,182,181,1
208,12005710,2,12005710205,8,181,181,0
209,12005710,3,12005710305,1,181,180,1
210,12005710,4,12005710405,5,181,180,1
211,12005710,5,12005710505,6,182,181,1
212,12005710,6,12005710605,2,181,179,2
213,12005714,1,12005714105,1,181,180,1
214,12005714,2,12005714205,10,181,180,1
215,12005714,3,12005714305,9,181,180,1
216,12005714,4,12005714405,8,181,180,1
217,12005714,5,12005714505,4,181,179,2
218,12005714,6,12005714605,2,182,180,2
219,12005719,1,12005719105,2,182,181,1
220,12005719,2,12005719205,9,182,181,1
221,12005719,3,12005719305,4,182,180,2
222,12005719,4,12005719405,2,182,180,2
223,12005719,5,12005719505,7,182,182,0
224,12005719,6,12005719605,2,182,182,0
225,12005724,1,12005724105,4,182,180,2
226,12005724,2,12005724205,4,182,180,2
227,12005724,3,12005724305,8,182,182,0
228,12005724,4,12005724405,2,182,181,1
229,12005724,5,12005724505,8,182,181,1
230,12005724,6,12005724605,1,182,182,0
231,12005729,1,12005729105,4,182,182,0
232,12005729,2,12005729205,2,182,180,2
233,12005729,3,12005729305,4,182,180,2
234,12005729,4,12005729405,4,182,182,0
235,12005729,5,12005729505,9,182,182,0
236,12005729,6,12005729605,1,182,180,2
237,12005734,1,12005734105,3,182,182,0
238,12005734,2,12005734205,3,182,182,0
239,12005734,3,12005734305,6,182,181,1
240,12005734,4,12005734405,6,182,181,1
241,12005734,5,12005734505,6,182,181,1
242,12005734,6,12005734605,2,182,181,1
243,12005739,1,12005739101,1,182,182,0
244,12005739,4,12005739405,4,182,181,1
245,12005739,5,12005739505,4,182,182,0
246,12005739,6,12005739605,5,182,181,1
247,12005743,1,12005743105,3,182,182,0
248,12005743,2,12005743205,2,182,181,1
249,12005743,3,12005743305,10,183,182,1
250,12005743,4,12005743405,5,182,182,0
251,12005743,5,12005743505,2,182,181,1
252,12005743,6,12005743605,2,181,181,0
253,12005748,1,12005748105,1,180,180,0
254,12005748,2,12005748205,7,182,181,1
255,12005748,3,12005748305,10,182,180,2
256,12005748,4,12005748405,1,181,181,0
257,12005748,5,12005748505,1,181,180,1
259,12005748,6,12005748605,3,182,181,1
260,12005753,1,12005753105,1,181,181,0
261,12005753,2,12005753205,4,182,181,1
262,12005753,3,12005753305,10,182,180,2
263,12005753,4,12005753405,4,182,180,2
264,12005753,5,12005753505,3,182,181,1
265,12005753,6,12005753605,1,181,181,0
266,12005758,1,12005758105,1,181,181,0
267,12005758,2,12005758205,5,182,181,1
268,12005758,3,12005758305,4,182,181,1
269,12005758,4,12005758405,1,181,181,0
270,12005758,5,12005758505,8,182,180,2
271,12005758,6,12005758605,1,181,181,0
272,12005763,1,12005763105,2,181,181,0
273,12005763,2,12005763205,4,182,180,2
274,12005763,3,12005763305,4,181,180,1
275,12005763,4,12005763405,1,181,180,1
276,12005763,5,12005763505,3,181,181,0
277,12005763,6,12005763605,2,181,181,0
278,12005768,1,12005768105,1,181,181,0
279,12005768,2,12005768205,7,182,180,2
280,12005768,3,12005768305,8,182,180,2
281,12005768,4,12005768405,1,181,181,0
282,12005768,5,12005768505,5,182,181,1
283,12005768,6,12005768605,2,181,181,0
284,12005772,1,12005772105,3,182,180,2
285,12005772,2,12005772205,2,182,181,1
286,12005772,3,12005772305,8,182,180,2
287,12005772,4,12005772405,2,182,182,0
288,12005772,5,12005772505,3,182,180,2
289,12005772,6,12005772605,2,182,180,2
290,12005776,1,12005776105,2,182,182,0
291,12005776,2,12005776205,4,182,182,0
292,12005776,3,12005776305,4,181,180,1
293,12005776,4,12005776405,3,182,181,1
294,12005776,5,12005776505,2,182,181,1
295,12005776,6,12005776605,5,182,182,0
296,12005786,1,12005786105,7,181,180,1
297,12005786,2,12005786205,4,181,181,0
298,12005786,3,12005786305,8,182,181,1
299,12005786,4,12005786405,10,180,180,0
300,12005786,5,12005786505,7,180,179,1
301,12005786,6,12005786605,7,180,180,0
302,12005791,1,12005791105,6,182,181,1
303,12005791,2,12005791205,2,181,180,1
304,12005791,3,12005791305,10,182,181,1
305,12005791,4,12005791405,3,180,180,0
306,12005791,5,12005791505,3,181,180,1
307,12005791,6,12005791605,8,180,180,0
308,12005796,1,12005796105,3,181,181,0
309,12005796,2,12005796205,7,182,181,1
310,12005796,3,12005796305,2,181,180,1
311,12005796,4,12005796405,5,180,180,0
312,12005796,5,12005796505,2,180,180,0
313,12005796,6,12005796605,3,182,181,1
314,12005801,1,12005801105,2,181,180,1
315,12005801,2,12005801205,10,181,181,0
316,12005801,3,12005801305,2,182,181,1
317,12005801,4,12005801405,2,180,180,0
318,12005801,5,12005801505,3,181,180,1
319,12005801,6,12005801605,4,182,181,1
320,12005806,1,12005806105,1,183,180,3
321,12005806,2,12005806205,10,183,181,2
322,12005806,3,12005806305,5,182,182,0
323,12005806,4,12005806405,2,183,183,0
324,12005806,5,12005806505,0,183,182,1
325,12005806,6,12005806605,8,183,182,1
326,12005809,1,12005809105,2,182,181,1
327,12005809,2,12005809205,7,183,183,0
328,12005809,3,12005809305,10,183,183,0
329,12005809,4,12005809405,2,182,182,0
330,12005809,5,12005809505,3,183,182,1
331,12005809,6,12005809605,8,183,181,2
332,12005813,1,12005813105,4,183,181,2
333,12005813,2,12005813205,5,183,182,1
334,12005813,3,12005813305,10,183,181,2
335,12005813,4,12005813405,4,182,181,1
336,12005813,5,12005813505,1,182,181,1
337,12005813,6,12005813605,10,182,182,0
338,12005818,1,12005818105,2,183,181,2
339,12005818,2,12005818205,10,182,182,0
340,12005818,3,12005818305,7,183,183,0
341,12005818,4,12005818405,8,183,181,2
342,12005818,5,12005818505,7,182,181,1
343,12005818,6,12005818605,0,183,182,1
344,12005823,1,12005823105,5,181,181,0
345,12005823,2,12005823205,10,182,181,1
346,12005823,3,12005823305,10,180,180,0
347,12005823,4,12005823405,10,181,180,1
348,12005823,5,12005823505,7,182,181,1
349,12005823,6,12005823605,6,182,180,2
350,12005828,1,12005828105,5,181,180,1
351,12005828,2,12005828205,10,182,180,2
352,12005828,3,12005828305,6,182,181,1
353,12005828,4,12005828405,8,181,181,0
354,12005828,5,12005828505,2,182,181,1
355,12005828,6,12005828605,9,181,180,1
356,12005835,1,12005835105,6,181,180,1
357,12005835,2,12005835205,9,182,181,1
358,12005835,3,12005835305,5,182,180,2
359,12005835,4,12005835405,6,182,181,1
360,12005835,5,12005835505,9,181,180,1
361,12005835,6,12005835605,4,181,181,0
362,12005840,1,12005840105,9,181,181,0
363,12005840,2,12005840205,2,181,180,1
364,12005840,3,12005840305,3,182,181,1
365,12005840,4,12005840405,8,181,181,0
366,12005840,5,12005840505,9,182,181,1
367,12005840,6,12005840605,3,181,180,1
368,12005845,1,12005845105,4,180,180,0
369,12005845,2,12005845205,8,181,179,2
370,12005845,3,12005845305,2,182,180,2
371,12005845,4,12005845405,1,181,181,0
372,12005845,5,12005845505,10,181,180,1
373,12005845,6,12005845605,7,180,179,1
374,12005850,1,12005850105,4,180,180,0
375,12005850,2,12005850205,8,182,180,2
376,12005850,3,12005850305,4,181,181,0
377,12005850,4,12005850405,1,180,180,0
378,12005850,5,12005850505,4,182,182,0
379,12005850,6,12005850605,5,180,180,0
380,12005855,1,12005855102,3,181,180,1
381,12005855,2,12005855205,4,182,180,2
382,12005855,3,12005855305,4,181,180,1
383,12005855,4,12005855405,3,182,181,1
384,12005855,5,12005855505,8,182,180,2
385,12005855,6,12005855605,9,182,180,2
386,12005858,1,12005858105,4,182,180,2
387,12005858,2,12005858205,4,181,180,1
388,12005858,3,12005858305,3,182,180,2
389,12005858,4,12005858405,5,181,180,1
390,12005858,5,12005858505,6,182,180,2
391,12005858,6,12005858605,8,181,180,1
392,12005859,1,12005859105,3,182,180,2
393,12005859,2,12005859205,5,181,180,1
394,12005859,3,12005859305,3,182,181,1
395,12005859,4,12005859405,6,181,180,1
396,12005859,5,12005859505,6,182,180,2
397,12005859,6,12005859605,6,182,180,2
398,12005863,1,12005863105,3,182,180,2
399,12005863,2,12005863205,3,181,180,1
400,12005863,3,12005863305,6,182,180,2
401,12005863,4,12005863405,4,181,180,1
402,12005863,5,12005863505,5,181,180,1
403,12005863,6,12005863605,7,182,180,2
404,12005868,1,12005868105,4,182,180,2
405,12005868,2,12005868205,3,181,180,1
406,12005868,3,12005868305,3,182,181,1
407,12005868,4,12005868405,3,181,180,1
408,12005868,5,12005868505,5,182,180,2
409,12005868,6,12005868605,7,181,180,1
410,12005873,1,12005873105,2,181,180,1
411,12005873,2,12005873205,3,181,181,0
412,12005873,3,12005873305,4,181,180,1
413,12005873,4,12005873405,5,182,181,1
414,12005873,5,12005873505,0,181,180,1
415,12005873,6,12005873606,5,181,181,0
416,12005878,1,12005878105,1,181,181,0
417,12005878,2,12005878205,7,182,180,2
418,12005878,3,12005878305,9,182,181,1
419,12005878,4,12005878405,8,181,181,0
420,12005878,5,12005878505,3,181,180,1
421,12005878,6,12005878605,2,182,181,1
422,12005883,1,12005883105,2,181,180,1
423,12005883,2,12005883205,1,182,180,2
424,12005883,3,12005883305,9,181,181,0
425,12005883,4,12005883405,10,180,180,0
426,12005883,5,12005883505,6,181,180,1
427,12005883,6,12005883605,6,182,181,1
428,12005888,1,12005888105,2,182,181,1
429,12005888,2,12005888205,4,182,180,2
430,12005888,3,12005888305,10,181,180,1
431,12005888,4,12005888405,2,181,180,1
432,12005888,5,12005888505,2,181,181,0
433,12005888,6,12005888605,1,181,180,1
434,12005893,1,12005893105,3,182,182,0
435,12005893,2,12005893205,4,182,181,1
436,12005893,3,12005893305,2,183,183,0
437,12005893,4,12005893405,8,183,182,1
438,12005893,5,12005893505,2,183,181,2
439,12005893,6,12005893605,4,183,183,0
440,12005898,1,12005898105,4,182,182,0
441,12005898,2,12005898205,5,182,181,1
442,12005898,3,12005898305,10,183,182,1
443,12005898,4,12005898405,8,182,182,0
444,12005898,5,12005898505,5,183,182,1
445,12005898,6,12005898605,7,183,183,0
446,12005901,1,12005901105,5,181,180,1
447,12005901,2,12005901205,0,182,180,2
448,12005901,3,12005901305,7,182,182,0
449,12005901,4,12005901405,7,183,182,1
450,12005901,5,12005901505,10,183,181,2
451,12005901,6,12005901605,2,182,181,1
452,12005905,1,12005905105,8,182,180,2
453,12005905,2,12005905205,4,181,180,1
454,12005905,3,12005905305,3,181,180,1
455,12005905,4,12005905405,3,182,181,1
456,12005905,5,12005905505,4,182,180,2
457,12005905,6,12005905605,9,181,180,1
458,12005910,1,12005910105,7,182,181,1
459,12005910,2,12005910205,4,181,180,1
460,12005910,3,12005910305,3,182,180,2
461,12005910,4,12005910405,5,181,180,1
462,12005910,5,12005910505,3,182,181,1
463,12005910,6,12005910605,4,181,180,1
464,12005915,1,12005915105,4,181,180,1
465,12005915,2,12005915205,3,182,181,1
466,12005915,3,12005915305,4,181,180,1
467,12005915,4,12005915405,4,182,180,2
468,12005915,5,12005915505,9,181,180,1
469,12005915,6,12005915605,4,182,180,2
470,12005920,1,12005920105,8,181,180,1
471,12005920,2,12005920205,7,182,180,2
472,12005920,3,12005920305,3,181,180,1
473,12005920,4,12005920405,4,182,180,2
474,12005920,5,12005920505,6,182,181,1
475,12005920,6,12005920605,10,182,180,2
476,12005925,1,12005925105,7,180,180,0
477,12005925,2,12005925205,2,180,179,1
478,12005925,3,12005925305,6,181,181,0
479,12005925,4,12005925405,6,182,181,1
480,12005925,5,12005925505,5,180,179,1
481,12005925,6,12005925605,7,181,180,1
482,12005930,1,12005930105,4,180,180,0
483,12005930,2,12005930205,6,181,181,0
484,12005930,3,12005930305,10,182,181,1
485,12005930,4,12005930405,2,180,180,0
487,12005930,5,12005930505,10,181,181,0
488,12005930,6,12005930605,8,182,181,1
489,12005935,1,12005935105,2,181,181,0
490,12005935,2,12005935205,10,181,180,1
491,12005935,3,12005935305,1,181,181,0
492,12005935,4,12005935405,2,182,181,1
493,12005935,5,12005935505,1,181,181,0
494,12005935,6,12005935605,3,180,179,1
495,12005937,1,12005937105,3,181,180,1
496,12005937,2,12005937205,10,182,181,1
497,12005937,3,12005937305,5,181,181,0
498,12005937,4,12005937405,3,181,180,1
499,12005937,5,12005937505,4,182,181,1
500,12005937,6,12005937605,3,181,180,1
501,12005938,1,12005938105,10,182,180,2
502,12005938,2,12005938202,3,181,181,0
503,12005938,3,12005938305,4,182,181,1
504,12005938,4,12005938405,1,181,181,0
505,12005938,5,12005938505,3,182,181,1
506,12005938,6,12005938605,10,182,180,2
507,12005942,1,12005942105,3,181,181,0
508,12005942,2,12005942205,10,182,180,2
509,12005942,3,12005942305,1,181,181,0
510,12005942,4,12005942405,2,181,181,0
511,12005942,5,12005942505,1,181,181,0
512,12005942,6,12005942605,7,182,181,1
513,12005947,1,12005947105,2,182,181,1
514,12005947,2,12005947205,7,182,180,2
515,12005947,3,12005947305,2,181,181,0
516,12005947,4,12005947405,2,181,181,0
517,12005947,5,12005947505,6,182,181,1
518,12005947,6,12005947605,7,182,180,2
519,12005952,1,12005952105,1,181,181,0
520,12005952,2,12005952205,2,181,181,0
521,12005952,3,12005952305,4,182,181,1
522,12005952,4,12005952405,7,182,180,2
523,12005952,5,12005952505,7,182,180,2
524,12005952,6,12005952605,1,181,181,0
525,12005958,1,12005958105,5,181,181,0
526,12005958,2,12005958205,10,183,180,3
527,12005958,3,12005958305,4,181,180,1
528,12005958,4,12005958405,10,183,181,2
529,12005958,5,12005958505,7,182,181,1
530,12005958,6,12005958605,10,182,180,2
531,12005959,1,12005959105,3,184,183,1
532,12005959,2,12005959205,3,183,183,0
533,12005959,3,12005959305,0,180,180,0
534,12005959,4,12005959405,7,183,180,3
535,12005959,5,12005959505,1,181,180,1
536,12005959,6,12005959605,9,183,180,3
537,12005963,1,12005963105,1,181,181,0
538,12005963,2,12005963205,1,181,181,0
539,12005963,3,12005963305,5,182,181,1
540,12005963,4,12005963405,3,181,181,0
541,12005963,5,12005963505,2,181,181,0
542,12005963,6,12005963605,4,182,181,1
543,12005968,1,12005968105,10,182,180,2
544,12005968,2,12005968205,3,181,181,0
545,12005968,3,12005968305,3,252,249,3
546,12005968,4,12005968405,5,182,181,1
547,12005968,5,12005968505,5,182,181,1
548,12005968,6,12005968605,2,181,181,0
549,12005973,1,12005973105,4,182,181,1
550,12005973,2,12005973205,4,182,181,1
551,12005973,3,12005973305,3,181,181,0
552,12005973,4,12005973405,3,181,181,0
553,12005973,5,12005973505,3,181,181,0
554,12005973,6,12005973605,1,181,181,0
555,12005978,1,12005978105,3,181,181,0
556,12005978,2,12005978205,10,182,180,2
557,12005978,3,12005978305,5,182,181,1
558,12005978,4,12005978405,4,182,181,1
559,12005978,5,12005978505,3,181,181,0
560,12005978,6,12005978605,7,182,180,2
561,12005983,1,12005983105,3,182,180,2
562,12005983,2,12005983205,5,182,180,2
563,12005983,3,12005983305,3,182,181,1
564,12005983,4,12005983405,5,182,181,1
565,12005983,5,12005983505,7,182,181,1
566,12005983,6,12005983605,2,182,181,1
567,12005988,1,12005988105,8,182,181,1
568,12005988,2,12005988205,2,182,180,2
569,12005988,3,12005988305,5,182,181,1
570,12005988,4,12005988405,3,182,182,0
571,12005988,5,12005988505,6,182,180,2
572,12005988,6,12005988605,10,182,180,2
573,12005993,1,12005993105,4,182,182,0
574,12005993,2,12005993205,1,182,180,2
575,12005993,3,12005993305,1,182,182,0
576,12005993,4,12005993405,3,182,181,1
577,12005993,5,12005993505,5,182,181,1
578,12005993,6,12005993605,8,182,180,2
579,12005998,1,12005998105,2,184,184,0
580,12005998,2,12005998205,5,184,183,1
581,12005998,3,12005998305,1,183,183,0
582,12005998,4,12005998405,10,184,183,1
583,12005998,5,12005998505,3,183,182,1
584,12005998,6,12005998605,10,183,182,1
585,12006002,1,12006002105,1,183,182,1
586,12006002,2,12006002205,8,183,180,3
587,12006002,3,12006002305,2,180,180,0
588,12006002,4,12006002405,5,183,181,2
589,12006002,5,12006002505,2,182,181,1
590,12006002,6,12006002605,6,183,180,3
591,12006007,1,12006007105,2,182,181,1
592,12006007,2,12006007205,1,180,180,0
593,12006007,3,12006007305,5,181,180,1
594,12006007,4,12006007405,1,181,181,0
595,12006007,5,12006007505,1,182,181,1
596,12006007,6,12006007605,2,181,180,1
597,12006012,1,12006012105,10,183,182,1
598,12006012,2,12006012205,0,182,182,0
599,12006012,3,12006012305,4,183,181,2
600,12006012,4,12006012405,4,182,182,0
601,12006012,5,12006012505,0,183,183,0
602,12006012,6,12006012605,6,183,182,1
603,12006017,1,12006017105,0,183,182,1
604,12006017,2,12006017205,6,183,183,0
605,12006017,3,12006017305,1,182,182,0
606,12006017,4,12006017405,3,183,181,2
607,12006017,5,12006017505,3,182,181,1
608,12006017,6,12006017605,10,183,183,0
609,12006022,1,12006022105,7,183,183,0
610,12006022,2,12006022205,5,182,182,0
611,12006022,3,12006022305,2,183,182,1
612,12006022,4,12006022405,1,183,181,2
613,12006022,5,12006022505,5,182,181,1
614,12006022,6,12006022605,4,183,183,0
615,12006027,1,12006027105,2,182,182,0
616,12006027,2,12006027205,1,183,182,1
617,12006027,3,12006027305,1,182,181,1
618,12006027,4,12006027405,1,183,182,1
619,12006027,5,12006027505,9,183,183,0
620,12006027,6,12006027605,2,183,181,2
621,12006032,1,12006032105,8,182,181,1
622,12006032,2,12006032205,4,182,181,1
623,12006032,3,12006032305,6,182,181,1
624,12006032,4,12006032405,8,182,181,1
625,12006032,5,12006032505,10,182,180,2
626,12006032,6,12006032605,5,182,180,2
627,12006037,1,12006037105,4,182,182,0
628,12006037,2,12006037205,7,182,182,0
629,12006037,3,12006037305,4,182,181,1
630,12006037,4,12006037405,7,182,182,0
631,12006037,5,12006037505,3,182,180,2
632,12006037,6,12006037605,8,182,181,1
633,12006040,1,12006040105,7,181,180,1
634,12006040,2,12006040205,1,182,180,2
635,12006040,3,12006040305,9,182,182,0
636,12006040,4,12006040405,10,181,181,0
637,12006040,5,12006040505,20,180,180,0
638,12006040,6,12006040605,8,182,180,2
639,12006045,1,12006045105,7,181,180,1
640,12006045,2,12006045205,8,182,180,2
641,12006045,3,12006045305,3,182,182,0
642,12006045,4,12006045405,6,180,180,0
643,12006045,5,12006045505,10,180,179,1
644,12006045,6,12006045605,10,182,180,2
645,12006050,1,12006050105,4,180,180,0
646,12006050,2,12006050205,1,182,180,2
647,12006050,3,12006050305,3,180,179,1
648,12006050,4,12006050405,7,181,181,0
649,12006050,5,12006050505,10,182,180,2
650,12006050,6,12006050605,5,182,182,0
651,12006055,1,12006055105,4,182,180,2
652,12006055,2,12006055205,7,181,180,1
653,12006055,3,12006055305,10,180,180,0
654,12006055,4,12006055405,1,181,181,0
655,12006055,5,12006055505,10,180,180,0
656,12006055,6,12006055605,8,182,180,2
657,12006060,1,12006060105,10,182,180,2
658,12006060,2,12006060205,8,182,181,1
659,12006060,3,12006060305,2,181,181,0
660,12006060,4,12006060405,2,181,181,0
661,12006060,5,12006060505,10,182,180,2
662,12006065,1,12006065105,6,182,181,1
663,12006065,2,12006065205,10,182,180,2
664,12006065,3,12006065305,3,181,181,0
665,12006065,4,12006065405,7,182,181,1
666,12006065,5,12006065505,2,181,181,0
667,12006065,6,12006065605,4,181,181,0
668,12006066,1,12006066105,10,182,180,2
669,12006066,2,12006066205,4,181,181,0
670,12006066,3,12006066305,4,182,181,1
671,12006066,4,12006066405,3,181,181,0
672,12006066,5,12006066505,10,182,180,2
673,12006066,6,12006066605,10,182,180,2
675,12006070,1,12006070105,2,181,181,0
676,12006070,2,12006070205,10,182,181,1
677,12006070,3,12006070305,5,182,181,1
678,12006070,4,12006070405,8,182,181,1
679,12006070,6,12006070605,8,182,181,1
680,12006075,1,12006075105,2,181,180,1
681,12006075,2,12006075205,10,181,180,1
682,12006075,3,12006075305,2,182,180,2
683,12006075,4,12006075405,6,181,181,0
684,12006075,5,12006075505,10,181,180,1
685,12006075,6,12006075605,6,182,180,2
686,12006080,1,12006080105,6,182,181,1
687,12006080,2,12006080205,3,181,181,0
688,12006080,3,12006080305,2,181,181,0
689,12006080,4,12006080405,4,182,181,1
690,12006080,5,12006080505,10,182,181,1
691,12006080,6,12006080605,5,181,180,1
692,12006085,1,12006085105,3,182,182,0
693,12006085,2,12006085205,1,182,181,1
694,12006085,3,12006085305,3,181,180,1
695,12006085,5,12006085505,10,181,180,1
696,12006085,6,12006085605,10,180,180,0
697,12006090,1,12006090105,0,182,180,2
698,12006090,2,12006090205,10,180,180,0
699,12006090,3,12006090305,1,181,181,0
700,12006090,4,12006090405,5,182,181,1
701,12006090,5,12006090505,3,180,180,0
702,12006090,6,12006090605,3,182,182,0
703,12006095,1,12006095105,3,180,180,0
704,12006095,2,12006095205,1,181,181,0
705,12006095,3,12006095305,8,182,180,2
706,12006095,4,12006095405,0,180,179,1
707,12006095,5,12006095505,9,182,182,0
708,12006095,6,12006095605,0,182,180,2
709,12006100,1,12006100105,2,182,180,2
710,12006100,2,12006100205,9,181,180,1
711,12006100,3,12006100305,3,180,180,0
712,12006100,4,12006100405,3,180,180,0
713,12006100,5,12006100505,0,182,181,1
714,12006100,6,12006100605,5,181,180,1
715,12006105,1,12006105105,10,182,182,0
716,12006105,2,12006105205,10,181,180,1
717,12006105,3,12006105305,2,181,180,1
718,12006105,4,12006105405,2,182,180,2
719,12006105,5,12006105505,4,181,180,1
720,12006105,6,12006105605,4,182,180,2
